universe_id,det_at,det_ccu,growth_percent,baseline,ccu_72h,ccu_7d,retention_72h,retention_7d,sustained_72h,sustained_7d
1202096104,2026-06-06,37800.0,37.175206851502395,24650.75,23351.0,,-0.09884594178375193,,0.0,
1235188606,2026-03-08,14983.0,36.531802442135955,10640.0,9517.0,17046.0,-0.25857702049274695,1.4750172691687773,0.0,1.0
1235188606,2026-03-17,12199.0,28.181149521908168,9517.0,12848.5,11866.5,1.2421700223713648,0.8760253542132737,1.0,1.0
1235188606,2026-04-27,18656.0,91.09859154929578,12140.0,9462.0,10522.5,-0.41098833640270105,-0.24823511356660527,0.0,0.0
1278035280,2026-01-18,4513.0,43.680356574339385,3284.0,2783.0,4607.5,-0.4076484947111473,1.0768917819365338,0.0,1.0
1278035280,2026-01-25,6139.0,100.42442050277505,2782.75,2040.0,3185.0,-0.22130353817504655,0.11985102420856611,0.0,1.0
1278035280,2026-02-07,4528.0,32.922354322618524,3288.25,2521.0,4808.0,-0.6188747731397459,1.2258519862875579,0.0,1.0
1278035280,2026-02-14,4808.0,42.248520710059175,3112.0,2507.0,4868.0,-0.35672169811320753,1.0353773584905661,0.0,1.0
1278035280,2026-03-02,2990.0,37.661141804788215,3165.75,1896.0,2845.5,,,,
1278035280,2026-03-12,2958.0,56.0126582278481,2898.75,5125.5,3811.0,37.58227848101266,15.396624472573839,1.0,1.0
1278035280,2026-03-20,3811.0,28.837052062204194,2847.5,2991.5,3323.0,0.14945511157239233,0.4935132330046705,0.0,1.0
1278035280,2026-03-29,4773.0,38.147612156295224,3633.0,3677.0,3737.0,0.03859649122807018,0.0912280701754386,0.0,0.0
1278035280,2026-04-05,6118.0,66.36301835486064,3157.25,2535.0,3895.0,-0.21016634298741874,0.2491767288693743,0.0,1.0
1278035280,2026-04-20,3032.5,33.94434628975265,3035.0,1771.0,2144.0,,,,
1278035280,2026-04-29,2698.5,50.92281879194631,2459.25,4740.0,2951.0,9.532915360501567,2.0553814002089865,1.0,1.0
1278035280,2026-05-06,2998.5,85.0925925925926,2361.0,4775.5,3039.5,3.787450980392157,1.064313725490196,1.0,1.0
1278035280,2026-05-27,2711.0,32.82704556589907,3062.25,4137.0,3919.5,,,,
1278035280,2026-06-03,3919.5,37.14135759272219,3196.75,3717.0,3770.5,0.7198201314424074,0.7938429609131789,1.0,1.0
1316421563,2026-01-13,759.0,28.971962616822427,571.5,,,,,,
1316421563,2026-03-12,268.0,25.233644859813083,261.0,,324.5,,9.071428571428571,,1.0
1316421563,2026-03-21,385.0,36.042402826855124,275.5,261.5,300.5,-0.1278538812785388,0.228310502283105,0.0,0.0
1316421563,2026-04-01,335.5,45.869565217391305,320.25,381.0,272.5,3.9836065573770494,-3.1311475409836067,1.0,0.0
1393178180,2026-01-18,2058.5,134.72063854047892,1330.0,1012.5,2140.5,-0.4358270418668497,1.1125600549073438,0.0,1.0
1393178180,2026-01-25,3340.0,91.73363949483353,701.75,96.0,115.0,-0.22960295650525916,-0.22240121292523454,0.0,0.0
1480782352,2026-03-30,4192.5,48.88139204545455,,4201.0,3775.0,,,,
